"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"G0S2",0,1.87068836602807,0.523,0.168,0
"CXCL8",0,1.78560585517458,0.489,0.24,0
"CXCR2",0,1.57528916456473,0.582,0.171,0
"PTGS2",0,1.36349012103654,0.262,0.058,0
"FCGR3B",0,1.34456324209127,0.604,0.175,0
"CSF3R",0,1.34383302038465,0.76,0.455,0
"JUNB",0,1.30728213788503,0.863,0.746,0
"RGS2",0,1.24468583489385,0.695,0.461,0
"CMTM2",0,1.24176098482013,0.333,0.084,0
"TREM1",0,1.20193766246792,0.432,0.211,0
"DUSP1",0,1.16249417701607,0.698,0.495,0
"IER2",0,1.15142817100837,0.546,0.364,0
"ALDH1A2",0,1.14895297212554,0.265,0.086,0
"NAMPT",0,1.14458493112906,0.753,0.534,0
"YPEL3",0,1.1315152663256,0.682,0.415,0
"SEC14L1",0,1.1206789094077,0.467,0.264,0
"BASP1",0,1.07659648383669,0.627,0.333,0
"CXCR1",0,1.06862746391144,0.367,0.123,0
"FAM129A",0,1.04519477130209,0.533,0.349,0
"MME",0,1.03260489203367,0.274,0.083,0
"CPPED1",0,1.01555069839238,0.39,0.239,0
"AC023157.3",0,1.01081229075473,0.177,0.046,0
"TNFRSF10C",0,1.00165075213644,0.262,0.092,0
"AC012368.1",0,0.974681755277533,0.194,0.046,0
"EPHB1",0,0.971846968487367,0.172,0.036,0
"PHOSPHO1",0,0.967307512546171,0.158,0.014,0
"IFITM2",0,0.945680241148225,0.892,0.826,0
"SOD2",0,0.941072348599247,0.633,0.394,0
"SLC25A37",0,0.935183069271775,0.626,0.396,0
"ICAM3",0,0.933051391594339,0.439,0.27,0
"MNDA",0,0.91470196994898,0.709,0.492,0
"MBOAT7",0,0.914242696717373,0.499,0.326,0
"AC007342.3",0,0.906507635108845,0.205,0.067,0
"CYP4F3",0,0.905973834685816,0.231,0.081,0
"CSF2RB",0,0.885348029340954,0.352,0.202,0
"ITM2B",0,0.88053282685775,0.85,0.692,0
"MYO1F",0,0.878943361298639,0.653,0.516,0
"ABTB1",0,0.872972415846189,0.313,0.159,0
"SRGN",0,0.869311469231994,0.879,0.773,0
"LST1",0,0.868915891106717,0.451,0.304,0
"MMP25",0,0.863514382723704,0.276,0.12,0
"IL1R2",0,0.861092248199697,0.345,0.173,0
"VMP1",0,0.858801969757108,0.461,0.336,0
"JAML",0,0.858762317338401,0.443,0.289,0
"FPR1",0,0.851466420315374,0.62,0.433,0
"XPO6",0,0.843761848500471,0.505,0.335,0
"ARHGAP9",0,0.841139730493981,0.517,0.353,0
"FOS",0,0.834878027922907,0.761,0.639,0
"TAGLN2",0,0.833425507625534,0.66,0.589,0
"TMEM154",0,0.833382546506047,0.368,0.209,0
"BCL2A1",0,0.833367004271443,0.509,0.368,0
"CHI3L1",0,0.824584020984101,0.165,0.04,0
"MT-RNR1",0,0.82332199571022,0.928,0.843,0
"RNF149",0,0.822444681905762,0.688,0.529,0
"SORL1",0,0.814806012711507,0.55,0.366,0
"BTG2",0,0.811952081079271,0.51,0.394,0
"CEBPB",0,0.8103463998919,0.563,0.433,0
"LITAF",0,0.803778104911232,0.738,0.598,0
"PROK2",0,0.77767219503946,0.316,0.15,0
"SAT1",0,0.77622725221661,0.74,0.593,0
"LSP1",0,0.774176072703705,0.681,0.519,0
"AQP9",0,0.767145398478577,0.474,0.319,0
"R3HDM4",0,0.762507981299212,0.498,0.374,0
"MT-RNR2",0,0.760115588967864,1,0.999,0
"GCA",0,0.740321705786295,0.576,0.364,0
"PNRC1",0,0.734599516500577,0.621,0.465,0
"C5AR1",0,0.733712368178963,0.637,0.482,0
"SMCHD1",0,0.727514648313766,0.556,0.438,0
"SMAP2",0,0.726626781033543,0.705,0.621,0
"VNN2",0,0.702212585556349,0.486,0.329,0
"NEAT1",0,0.697425292344151,0.74,0.633,0
"RIPOR2",0,0.607798570777458,0.79,0.697,0
"MCL1",0,0.604345797717538,0.717,0.643,0
"TYROBP",0,0.602602172882095,0.763,0.6,0
"LYN",0,0.594497294217588,0.641,0.539,0
"GMFG",0,0.579537675379991,0.608,0.526,0
"WAS",0,0.575947283715463,0.656,0.595,0
"HLA-C",0,0.545190116010405,0.964,0.946,0
"HLA-E",0,0.507538179888614,0.95,0.893,0
"S100A11",0,0.494469426901555,0.777,0.684,0
"FTH1",0,0.450140696482336,0.883,0.8,0
"RPL30",0,-0.25445977226602,0.55,0.827,0
"RPL18",0,-0.256047915443816,0.328,0.547,0
"RPL38",0,-0.256101306510828,0.465,0.761,0
"RPS13",0,-0.257903464119717,0.453,0.793,0
"HLA-B",0,-0.259055073456797,0.992,0.989,0
"RPL14",0,-0.259599871776898,0.361,0.616,0
"RPL32",0,-0.259618933547572,0.448,0.785,0
"RPL15",0,-0.260011762268179,0.377,0.633,0
"MT-ND1",0,-0.261477934522953,0.91,0.968,0
"RPL13A",0,-0.267326494441475,0.448,0.778,0
"CFL1",0,-0.27044346339212,0.878,0.939,0
"RPL19",0,-0.274018235845114,0.414,0.728,0
"RPL10A",0,-0.278076163704661,0.358,0.611,0
"RPS27",0,-0.278399743584294,0.429,0.745,0
"RPLP2",0,-0.28544297462788,0.403,0.71,0
"POMP",0,-0.28716857632639,0.172,0.34,0
"RPL6",0,-0.291305475134017,0.386,0.675,0
"LILRB4",0,-0.292877814917918,0.033,0.125,0
"NAP1L1",0,-0.293211770328768,0.368,0.613,0
"RPS14",0,-0.293294258199731,0.415,0.76,0
"EWSR1",0,-0.298115768306999,0.231,0.416,0
"RPL23A",0,-0.298728062069958,0.339,0.569,0
"NUCB1",0,-0.301026414032562,0.149,0.322,0
"CTSA",0,-0.302290961378678,0.084,0.217,0
"TAP1",0,-0.30404265924829,0.301,0.523,0
"RPL9",0,-0.314563320549132,0.458,0.791,0
"PARP14",0,-0.314618523751163,0.171,0.359,0
"RPS29",0,-0.315476519464397,0.571,0.88,0
"MT-ATP6",0,-0.315835239437722,0.866,0.957,0
"RACK1",0,-0.318081834651999,0.359,0.641,0
"RPS5",0,-0.318653699865352,0.347,0.597,0
"PHF11",0,-0.31974506475347,0.165,0.34,0
"GM2A",0,-0.324421526325915,0.054,0.174,0
"TRMT6",0,-0.328006572868866,0.034,0.126,0
"RPS18",0,-0.328975063993504,0.413,0.766,0
"DBI",0,-0.329141061594669,0.125,0.275,0
"TMEM167A",0,-0.330805064741262,0.108,0.252,0
"PTP4A2",0,-0.331450456104038,0.469,0.704,0
"PLEC",0,-0.33151206145758,0.071,0.195,0
"RPL11",0,-0.331739250653126,0.438,0.779,0
"HLA-DPB1",0,-0.332690162811613,0.139,0.294,0
"P4HB",0,-0.334937458939924,0.119,0.262,0
"LARP1",0,-0.335636155544664,0.093,0.225,0
"STAB1",0,-0.336263383210754,0.022,0.114,0
"RPL12",0,-0.336968607643759,0.37,0.663,0
"TOMM7",0,-0.338087669049972,0.349,0.6,0
"LIMS1",0,-0.338935679271931,0.11,0.249,0
"SUN2",0,-0.338985990428228,0.276,0.471,0
"COX8A",0,-0.339274660032746,0.16,0.324,0
"OASL",0,-0.339335577163632,0.049,0.186,0
"RBX1",0,-0.341167600489781,0.11,0.254,0
"RPS16",0,-0.341302910302646,0.447,0.773,0
"SREBF2",0,-0.34130348314163,0.06,0.174,0
"CSTB",0,-0.341978203905225,0.248,0.439,0
"BHLHE40",0,-0.343822737312521,0.069,0.199,0
"RPS24",0,-0.344849595944747,0.478,0.796,0
"HNRNPDL",0,-0.348361365667162,0.288,0.48,0
"PSMB1",0,-0.349078641104894,0.21,0.4,0
"PFDN5",0,-0.349552145240434,0.361,0.586,0
"FAM198B",0,-0.349598386434318,0.042,0.144,0
"RNF213",0,-0.350795194411197,0.309,0.552,0
"CMPK2",0,-0.352266391145997,0.027,0.146,0
"PSMB2",0,-0.352560992443764,0.11,0.256,0
"STAT1",0,-0.353777436042054,0.247,0.484,0
"IRF7",0,-0.353933451955614,0.122,0.311,0
"CAST",0,-0.35516145956998,0.268,0.5,0
"PTBP1",0,-0.355428565962407,0.153,0.314,0
"PTPN1",0,-0.356483629482281,0.136,0.311,0
"PNKD",0,-0.357227478316228,0.062,0.181,0
"NLRP3",0,-0.358249172861531,0.04,0.147,0
"EIF3A",0,-0.359072092493375,0.202,0.375,0
"RPL23",0,-0.360077207678021,0.486,0.814,0
"ACADVL",0,-0.361026785457957,0.111,0.264,0
"HLA-DRA",0,-0.362587505963475,0.177,0.417,0
"RPL27A",0,-0.363975739425156,0.492,0.798,0
"LGALS9",0,-0.365266472423245,0.192,0.382,0
"MGST3",0,-0.365799605812934,0.073,0.197,0
"EMB",0,-0.368357280321962,0.235,0.427,0
"KIAA0930",0,-0.368481431304073,0.08,0.214,0
"CD48",0,-0.368816661405811,0.306,0.542,0
"RPL31",0,-0.369023331369879,0.487,0.847,0
"SERPING1",0,-0.371710783852057,0.052,0.175,0
"RPL36",0,-0.371809282320725,0.357,0.649,0
"CCR1",0,-0.377983531505422,0.167,0.326,0
"SERPINB9",0,-0.378022839347594,0.097,0.229,0
"ERP29",0,-0.378364367761575,0.164,0.323,0
"RPL26",0,-0.380140096897549,0.35,0.626,0
"PLD3",0,-0.380464493751566,0.075,0.198,0
"BAX",0,-0.382756879474808,0.138,0.306,0
"C1orf162",0,-0.383355028394816,0.198,0.378,0
"PNP",0,-0.383845151801932,0.049,0.167,0
"TMED9",0,-0.384107947763924,0.109,0.263,0
"EMILIN2",0,-0.38434337240089,0.065,0.197,0
"RPL28",0,-0.385850257798037,0.489,0.801,0
"HNRNPA1",0,-0.386773508933369,0.258,0.443,0
"ATP5G3",0,-0.388449678220851,0.151,0.313,0
"GPI",0,-0.392088601072157,0.106,0.24,0
"SERBP1",0,-0.393063771508733,0.18,0.351,0
"ATP5H",0,-0.394460538760439,0.173,0.361,0
"RPS15",0,-0.394719242115067,0.317,0.574,0
"NCOR2",0,-0.394826721020663,0.095,0.241,0
"RPS15A",0,-0.395143534682878,0.413,0.74,0
"TMEM258",0,-0.395247340988276,0.18,0.364,0
"ARF6",0,-0.395909786300944,0.311,0.53,0
"NDUFS5",0,-0.396703072912868,0.147,0.312,0
"PRDX1",0,-0.401012299549511,0.077,0.207,0
"APOL6",0,-0.401388617560532,0.154,0.347,0
"ARPC5L",0,-0.402952142827439,0.072,0.19,0
"MCEMP1",0,-0.407175980839374,0.079,0.222,0
"PTGER2",0,-0.407486292546574,0.057,0.179,0
"C19orf66",0,-0.407680980444605,0.138,0.31,0
"PPIA",0,-0.41076918565227,0.206,0.39,0
"CREG1",0,-0.413066558031739,0.099,0.247,0
"YBX1",0,-0.413068683823906,0.28,0.507,0
"RPS28",0,-0.413645659357945,0.423,0.778,0
"ATP1A1",0,-0.415450696734744,0.121,0.265,0
"LRP1",0,-0.416140042254097,0.056,0.184,0
"FYN",0,-0.416578507405335,0.201,0.372,0
"RAP2B",0,-0.417209805646569,0.125,0.275,0
"SNRPD2",0,-0.417470624841377,0.182,0.353,0
"RPL8",0,-0.419066153849932,0.36,0.663,0
"EIF5A",0,-0.419721502819676,0.144,0.328,0
"GSTO1",0,-0.420937801710893,0.104,0.263,0
"ANP32B",0,-0.423493944287806,0.336,0.583,0
"MS4A6A",0,-0.424283676990319,0.142,0.322,0
"LILRB1",0,-0.427311219005607,0.052,0.17,0
"RPL35",0,-0.428916632397928,0.271,0.505,0
"C3AR1",0,-0.432053000733048,0.048,0.186,0
"VAMP5",0,-0.433324408538698,0.059,0.2,0
"CPT1A",0,-0.43636758209076,0.081,0.231,0
"EMP3",0,-0.437581445668013,0.361,0.619,0
"CAPN2",0,-0.438973338034058,0.108,0.269,0
"RSAD2",0,-0.439267779950137,0.069,0.236,0
"MARCH1",0,-0.439475602592911,0.07,0.199,0
"RPL37",0,-0.440465680300156,0.549,0.869,0
"SAMD9L",0,-0.441676955914461,0.138,0.342,0
"CAPNS1",0,-0.449620503824448,0.242,0.472,0
"CD74",0,-0.450835416581249,0.467,0.763,0
"MT-ND2",0,-0.454783537861954,0.909,0.972,0
"TRIM22",0,-0.455405648468861,0.225,0.476,0
"FLNA",0,-0.457015966685312,0.241,0.463,0
"GSTP1",0,-0.45849537798216,0.143,0.338,0
"PDIA3",0,-0.458536626575857,0.168,0.375,0
"GBP1",0,-0.461280173422226,0.142,0.348,0
"PLIN2",0,-0.46212642754316,0.052,0.187,0
"COMT",0,-0.465626152147624,0.092,0.251,0
"RPL37A",0,-0.467306477293876,0.439,0.786,0
"GPX1",0,-0.467512444775547,0.118,0.271,0
"MT-CO1",0,-0.46753640440236,0.755,0.958,0
"BST2",0,-0.469363373669827,0.091,0.26,0
"MS4A4A",0,-0.469714740722167,0.011,0.141,0
"RPS19",0,-0.469874779576804,0.393,0.754,0
"PLP2",0,-0.470116574736372,0.333,0.579,0
"LAP3",0,-0.470271943118643,0.069,0.236,0
"ATP5G2",0,-0.470418490213838,0.309,0.561,0
"RNH1",0,-0.470564107452875,0.095,0.254,0
"CCDC88A",0,-0.470683632613963,0.075,0.218,0
"OTUD1",0,-0.473892074384497,0.063,0.204,0
"TRIM14",0,-0.47671493711911,0.085,0.242,0
"RPN2",0,-0.481895780909413,0.146,0.33,0
"RPL21",0,-0.484200086916636,0.468,0.809,0
"MAP3K8",0,-0.485241078332153,0.124,0.299,0
"VAMP8",0,-0.487985603189573,0.171,0.374,0
"MX1",0,-0.489694015333154,0.131,0.4,0
"GPRIN3",0,-0.490642298994437,0.067,0.189,0
"AES",0,-0.4906821200791,0.289,0.559,0
"PLSCR1",0,-0.492886047296337,0.177,0.435,0
"ARID5B",0,-0.494173847277813,0.073,0.214,0
"SERF2",0,-0.49582644674725,0.365,0.633,0
"RPL39",0,-0.498176648807677,0.338,0.634,0
"CD163",0,-0.499106453113525,0.044,0.162,0
"HP",0,-0.499887567710859,0.017,0.113,0
"STOM",0,-0.500451967551359,0.095,0.25,0
"SH3BGRL3",0,-0.501705630569165,0.729,0.884,0
"EIF2AK2",0,-0.505586562886823,0.141,0.383,0
"CAPG",0,-0.508150117852895,0.106,0.283,0
"H1F0",0,-0.512936170563924,0.027,0.143,0
"CTSH",0,-0.51461644162326,0.098,0.268,0
"HBEGF",0,-0.515929012788608,0.027,0.132,0
"CDKN1A",0,-0.517617462265276,0.033,0.144,0
"RPL29",0,-0.51770359662587,0.366,0.714,0
"DUSP2",0,-0.518151303724598,0.053,0.159,0
"FAM20A",0,-0.52002743117161,0.006,0.146,0
"H1FX",0,-0.523056524681454,0.087,0.246,0
"MTDH",0,-0.525482724457859,0.217,0.466,0
"VIM",0,-0.525742316474809,0.578,0.8,0
"GNLY",0,-0.527225998444876,0.119,0.26,0
"ID2",0,-0.533005443284152,0.225,0.472,0
"EZR",0,-0.534819031928189,0.136,0.338,0
"TMSB10",0,-0.537738654398359,0.437,0.776,0
"MT-CO2",0,-0.540272392569519,0.874,0.966,0
"LGALS3BP",0,-0.543078011791477,0.029,0.174,0
"IFITM1",0,-0.543275295938974,0.159,0.354,0
"COX6C",0,-0.546987477046738,0.237,0.491,0
"CD83",0,-0.547792506579698,0.075,0.214,0
"CTSD",0,-0.549588495336596,0.172,0.371,0
"RPS20",0,-0.551796317354332,0.426,0.801,0
"SAMHD1",0,-0.554151526453776,0.296,0.578,0
"CALM1",0,-0.562851966977701,0.564,0.824,0
"HCST",0,-0.563112685057578,0.247,0.494,0
"OAS1",0,-0.563753846366085,0.072,0.277,0
"RASGEF1B",0,-0.57185645265734,0.038,0.175,0
"GRN",0,-0.572262719286117,0.319,0.486,0
"CD63",0,-0.57659674658164,0.312,0.546,0
"LDHA",0,-0.578575878857204,0.216,0.47,0
"SUMO3",0,-0.581333602154227,0.115,0.318,0
"HSP90AB1",0,-0.586856187494564,0.243,0.473,0
"OAS3",0,-0.590627215502058,0.061,0.263,0
"IRF2BP2",0,-0.592134799702907,0.232,0.468,0
"PTMA",0,-0.595348360253052,0.433,0.76,0
"ZEB2",0,-0.595561571541831,0.178,0.406,0
"SLFN5",0,-0.595741605175625,0.152,0.341,0
"SIGLEC1",0,-0.604945830134732,0.02,0.179,0
"APOBEC3C",0,-0.607337914052105,0.119,0.334,0
"TRAC",0,-0.616316122016073,0.197,0.351,0
"TMEM176A",0,-0.616859631018234,0.034,0.19,0
"AHNAK",0,-0.619005449958324,0.259,0.546,0
"MT2A",0,-0.620786413952491,0.133,0.356,0
"TPP1",0,-0.62236768019889,0.228,0.488,0
"GZMA",0,-0.629703933337305,0.078,0.205,0
"ANXA1",0,-0.630892144811215,0.29,0.573,0
"EPSTI1",0,-0.631163726311279,0.109,0.382,0
"RUNX3",0,-0.632341195018792,0.163,0.358,0
"ANXA5",0,-0.636361705879776,0.178,0.415,0
"KLF4",0,-0.649660424292312,0.123,0.302,0
"ENO1",0,-0.666698453973224,0.233,0.518,0
"ARL4C",0,-0.672438266139569,0.208,0.403,0
"PPDPF",0,-0.674526118476237,0.255,0.557,0
"OAS2",0,-0.675851101408273,0.074,0.308,0
"GAPDH",0,-0.676402691944878,0.405,0.687,0
"TMEM176B",0,-0.676540238495888,0.046,0.218,0
"UCP2",0,-0.680586347772977,0.277,0.571,0
"FCN1",0,-0.681524019396602,0.264,0.464,0
"LGALS3",0,-0.6827683984975,0.107,0.302,0
"S100A10",0,-0.687543645760713,0.187,0.417,0
"RETN",0,-0.691333918469074,0.023,0.127,0
"IFI44",0,-0.693236251814247,0.078,0.338,0
"CD300E",0,-0.6987518184478,0.06,0.213,0
"CD36",0,-0.702867972464703,0.101,0.289,0
"ADA2",0,-0.705403382230103,0.144,0.36,0
"PKM",0,-0.722364602755696,0.247,0.521,0
"CYP1B1",0,-0.725690250505538,0.048,0.197,0
"ISG15",0,-0.739743472334815,0.096,0.382,0
"CD52",0,-0.751340316061484,0.29,0.635,0
"CYBB",0,-0.777961801844097,0.154,0.408,0
"IL32",0,-0.77825859108544,0.216,0.378,0
"CALR",0,-0.787976220306334,0.209,0.511,0
"MAFB",0,-0.816325872189289,0.064,0.254,0
"NKG7",0,-0.816733019887605,0.107,0.367,0
"PIM1",0,-0.85179382937071,0.231,0.555,0
"LY6E",0,-0.860663148328949,0.146,0.52,0
"CCL5",0,-0.904276585542835,0.096,0.259,0
"CTSB",0,-0.930330663622762,0.208,0.465,0
"XAF1",0,-0.943889059591182,0.209,0.619,0
"LGALS1",0,-1.04029894306393,0.138,0.413,0
"PLAC8",0,-1.05783565945923,0.147,0.496,0
"ANXA2",0,-1.06900563211937,0.179,0.502,0
"IFI44L",0,-1.12012062219983,0.077,0.453,0
"VCAN",0,-1.15418341818124,0.155,0.454,0
"RGCC",0,-1.1685151814981,0.081,0.288,0
"RNASE2",0,-1.29201678939253,0.043,0.251,0
"IFI6",0,-1.30933487543201,0.289,0.745,0
"CLU",0,-1.4340937548671,0.022,0.29,0
"IFI27",0,-1.47369317504228,0.007,0.202,0
"IGKC",0,-1.62204301418939,0.05,0.201,0
"TPI1",5.51988846644495e-308,-0.290147832301694,0.235,0.42,1.84458112883191e-303
"RAD23A",5.69143683322881e-308,-0.370971882513909,0.108,0.243,1.90190744656007e-303
"DPYSL2",2.94814291299884e-307,-0.352344706903252,0.066,0.179,9.85180917236821e-303
"YWHAE",2.94926244306928e-307,-0.323076054997149,0.16,0.318,9.85555030600461e-303
"MGAT1",3.52663886843388e-307,-0.364524093160772,0.185,0.35,1.17849691066455e-302
"ITGB2",4.25975225872245e-306,-0.38038073717428,0.555,0.705,1.42348141229728e-301
"CYCS",5.00434976231092e-306,-0.345558760884319,0.062,0.173,1.67230356007144e-301
"BLVRA",2.09115190060977e-305,-0.289550017579542,0.04,0.137,6.98800230626767e-301
"ATP1B3",1.25757999578144e-304,-0.382080183992566,0.098,0.227,4.20245507190283e-300
"NCF4",1.39395415776723e-304,0.781633317329652,0.369,0.239,4.65817660901075e-300
"LIMK2",2.94166456191138e-304,0.710147189371182,0.356,0.212,9.83016046653925e-300
"JUND",5.63701347504747e-304,0.476416991705966,0.726,0.695,1.88372079295661e-299
"SSBP1",2.12758467002932e-303,-0.351102115406917,0.144,0.292,7.10974969183696e-299
"ATP6V1F",5.95585342984859e-303,-0.316037488771769,0.12,0.261,1.9902675406525e-298
"LTA4H",7.54600669358853e-303,-0.388789875341243,0.183,0.343,2.52164905679648e-298
"PDIA6",2.59713485055664e-302,-0.376724804429966,0.097,0.224,8.67884553010513e-298
"FCGR2A",7.34235456696505e-302,0.721485626355841,0.402,0.27,2.45359462564271e-297
"IRAK1",9.40019326325301e-302,-0.309792468017732,0.068,0.183,3.14126258278126e-297
"TPST2",1.11483077150516e-301,-0.315777719559349,0.114,0.254,3.7254299891388e-297
"SPN",3.57896514672232e-300,-0.456616087474844,0.132,0.271,1.1959827830802e-295
"HNRNPR",1.24677534171072e-295,-0.376844368742251,0.168,0.321,4.16634915939473e-291
"NDUFB2",2.10825958633098e-295,-0.36458640914013,0.14,0.284,7.04517105964224e-291
"TUFM",2.13083733530808e-295,-0.350606049484378,0.106,0.237,7.12061912339902e-291
"SLC3A2",6.67811953636269e-295,-0.337733881790373,0.079,0.197,2.23162720546632e-290
"DDX60",1.66638834624267e-294,-0.32539147094273,0.041,0.136,5.56856993663912e-290
"CD8A",2.69890103338527e-293,-0.600977632189289,0.031,0.118,9.01891758326356e-289
"TMEM123",9.67580956447176e-293,-0.288797706690795,0.249,0.432,3.23336528215953e-288
"TRGC2",1.10636927584719e-292,-0.557573762887391,0.031,0.117,3.69715420909854e-288
"EHD4",6.61400550610127e-292,-0.305579835998251,0.037,0.128,2.21020221997386e-287
"TRBC2",8.33212328853676e-292,-0.521584015429279,0.219,0.376,2.78434563933033e-287
"HMGB2",4.35150625139807e-291,-0.280866544979433,0.317,0.514,1.45414284402969e-286
"EAF1",4.3938984504037e-291,-0.35021501783032,0.061,0.169,1.4683090451714e-286
"UQCRH",1.01520107451468e-290,-0.337405940832675,0.161,0.312,3.3924974307057e-286
"ACO2",1.35692392008625e-290,-0.337714480742601,0.08,0.197,4.53443266375222e-286
"SCARB2",1.83784811769925e-290,-0.301247294688236,0.053,0.154,6.14153705491558e-286
"NCL",2.90159993634581e-289,-0.370130650395063,0.249,0.42,9.69627650728678e-285
"PRKX",6.6020463598015e-289,-0.403882858649984,0.078,0.193,2.20620583205487e-284
"ATP5J2",7.08075278518592e-289,-0.298128327367635,0.203,0.37,2.36617515822558e-284
"UPP1",1.50669326311696e-287,-0.26645236625898,0.06,0.169,5.03491687735796e-283
"KTN1",4.33425626556237e-287,-0.336667029095001,0.151,0.298,1.44837841626298e-282
"CPVL",6.65822146980813e-287,-0.341434942738716,0.088,0.211,2.22497786856578e-282
"MTSS1",1.70987783272595e-286,-0.396319345214138,0.051,0.151,5.71389875362031e-282
"IKZF3",4.49295981956381e-286,-0.485637543035536,0.082,0.197,1.50141238290364e-281
"HK3",6.05196550094696e-286,-0.275617165395383,0.067,0.178,2.02238531145144e-281
"GRINA",1.17471860215805e-283,-0.289414507568685,0.153,0.304,3.92555715283156e-279
"TRAPPC1",4.06803996952051e-283,-0.25808606674249,0.253,0.437,1.35941691661467e-278
"HNRNPM",5.8542111871025e-283,-0.300125384756002,0.215,0.384,1.95630175239404e-278
"ZDHHC20",8.63314798610607e-283,-0.304919550919596,0.109,0.241,2.88493906251707e-278
"LUCAT1",3.71938563661466e-282,0.917522214119252,0.215,0.095,1.24290709818752e-277
"CCL3",6.43117658515816e-282,-0.597070105690954,0.027,0.107,2.1491062794623e-277
