"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"METAP2",2.35792352219159e-280,-0.370033568481876,0.085,0.202,7.87947303410765e-276
"PRDM1",7.50647719104872e-280,-0.454786876134339,0.075,0.187,2.50843948293275e-275
"NDUFB9",2.96295064708311e-279,-0.309735659577124,0.103,0.23,9.90129217735763e-275
"AGFG1",3.52233453182281e-279,-0.321987561358466,0.118,0.255,1.17705853049923e-274
"SDCBP",3.89305704825537e-279,0.5617716363386,0.578,0.49,1.3009428738155e-274
"TAP2",7.0151027940063e-279,-0.266615362775313,0.136,0.281,2.34423690067309e-274
"SSB",7.78413332422932e-279,-0.323132264462921,0.113,0.243,2.60122383295771e-274
"HCFC1",9.41052268107008e-279,-0.327034026937731,0.058,0.161,3.14471436433319e-274
"NCF2",5.24971103059471e-278,0.627113761530368,0.479,0.368,1.75429593509383e-273
"PIK3R1",3.38803209844559e-277,-0.394884587561328,0.142,0.281,1.13217868633756e-272
"GZMH",1.62176193938097e-276,-0.61156350549019,0.047,0.141,5.41944187282938e-272
"PSME2",1.6568663162828e-276,-0.286562642743136,0.12,0.254,5.53675016912223e-272
"TMEM173",1.66485317346035e-276,-0.341348381105776,0.097,0.219,5.56343984975245e-272
"EVI2B",1.01671441250682e-275,0.434177565102361,0.684,0.619,3.39755455227403e-271
"HCFC1R1",5.1035288312498e-273,-0.278950592531959,0.045,0.138,1.70544622953875e-268
"DDIT3",5.44674699857294e-273,0.942391922682258,0.202,0.087,1.82013944451312e-268
"ZFP36L1",4.07048884653363e-272,0.441290458974962,0.699,0.618,1.36023525784614e-267
"IGF2R",8.18205390441294e-271,0.766832729346378,0.409,0.301,2.73419695323767e-266
"ADD1",8.27681631601557e-271,-0.265953952633142,0.238,0.417,2.76586370832292e-266
"CD164",2.64118008438092e-270,-0.251022328271692,0.199,0.363,8.82603148797573e-266
"ARHGDIA",3.76118130326104e-270,-0.25825718585005,0.243,0.421,1.25687395611074e-265
"NUCKS1",8.34518951587186e-270,-0.400547554568993,0.157,0.296,2.7887119805189e-265
"COX7C",2.15916731700119e-269,-0.281274278711954,0.246,0.419,7.21528942322287e-265
"PADI2",2.36520485700967e-269,0.795079449364898,0.257,0.135,7.90380507066922e-265
"HSP90B1",3.19466739712682e-269,-0.423767356206304,0.223,0.383,1.06756200409787e-264
"CD44",9.94401520197938e-269,-0.29353544720534,0.33,0.525,3.32299156004545e-264
"MESD",1.07188638230428e-268,-0.32409881360794,0.076,0.187,3.58192272374621e-264
"SOD1",2.5966991509005e-268,-0.375327926247586,0.178,0.325,8.67738955256421e-264
"EIF2AK1",1.28504767995014e-267,-0.353348279098743,0.136,0.273,4.29424383208939e-263
"PA2G4",5.23391036930386e-267,-0.365409639443254,0.137,0.271,1.74901582811027e-262
"CD69",6.17233421018696e-266,-0.478596809281805,0.102,0.221,2.06260892301818e-261
"KDELR1",7.38201852140974e-265,-0.29878269889852,0.099,0.22,2.46684912929949e-260
"SRSF7",8.87371800077008e-265,-0.305059681067388,0.183,0.335,2.96533034431734e-260
"WARS",1.68059872965588e-264,-0.327391502234231,0.103,0.227,5.61605677489106e-260
"CLPTM1L",2.19753485796622e-264,-0.291233743169186,0.071,0.179,7.3435022348657e-260
"TRAM1",3.16614512560848e-264,-0.324466662055786,0.155,0.296,1.05803071662458e-259
"ITGB7",8.85287812372332e-264,-0.350376796081745,0.07,0.176,2.95836628260462e-259
"EIF4G1",1.28029469689214e-263,-0.284825876377897,0.062,0.165,4.27836078860448e-259
"TMEM170B",8.14405908371112e-262,-0.285260507816086,0.082,0.196,2.72150022400375e-257
"SPI1",1.88479412458874e-261,0.460318694415797,0.62,0.509,6.29841652613818e-257
"ANXA6",6.80351124895859e-261,-0.341716470760381,0.131,0.262,2.27352935406449e-256
"PCGF5",1.1440875347257e-260,-0.297549717994381,0.138,0.276,3.82319731479287e-256
"HDGF",1.24092162233346e-260,-0.306026121632423,0.194,0.35,4.14678778535173e-256
"CYB5R3",1.39444885840938e-260,-0.268526210641186,0.084,0.199,4.65982975014661e-256
"SNHG6",2.10924123466735e-259,-0.349836090565761,0.181,0.328,7.04845143388788e-255
"ZBTB7A",2.31174726363094e-259,-0.261481233961884,0.179,0.332,7.72516583087551e-255
"CST3",5.54383066297127e-259,-0.310004328263878,0.199,0.357,1.85258189264511e-254
"MACF1",8.45398178878657e-259,-0.319258085164648,0.169,0.316,2.82506709435881e-254
"PTPN2",1.95427126886793e-258,-0.296717435421911,0.115,0.243,6.53058829917596e-254
"TXNDC11",2.92239349587346e-258,-0.285800753371844,0.06,0.161,9.76576234516034e-254
"TFRC",5.23073599645588e-257,-0.329577870298933,0.039,0.125,1.74795504793566e-252
"KCTD12",6.01583640390808e-257,-0.321797227028365,0.098,0.216,2.01031205109396e-252
"EID1",9.66419306840516e-257,-0.329961238670535,0.163,0.304,3.22948339766895e-252
"NDUFA4",1.45930331908577e-256,-0.290535031836934,0.206,0.362,4.87655390138892e-252
"SLAMF7",5.33993480465812e-256,-0.384067494711335,0.054,0.15,1.7844460136726e-251
"SNRPG",9.9932833318277e-256,-0.288044653066064,0.09,0.204,3.33945549099686e-251
"ANP32A",2.33125430924813e-255,0.586877717787213,0.543,0.465,7.79035252521449e-251
"DIAPH2",7.31647184512859e-255,-0.305755564783344,0.073,0.179,2.44494539648662e-250
"NUTF2",1.50835711133144e-254,-0.339589077333927,0.097,0.213,5.04047695893626e-250
"FCER1G",3.13721809368458e-253,-0.545786829645227,0.502,0.59,1.04836417036658e-248
"NCKAP1L",8.37319218468069e-253,-0.264894118553377,0.142,0.279,2.79806963235475e-248
"ARL6IP5",8.27943586027161e-252,-0.263258798627322,0.31,0.496,2.76673908142696e-247
"PRF1",2.49973051171566e-251,-0.485945198125289,0.078,0.186,8.35334945100022e-247
"FXYD5",3.23261364276064e-251,-0.272099919635482,0.257,0.43,1.08024250100132e-246
"RCC2",3.39302061201876e-250,-0.291182560908551,0.043,0.13,1.13384569791831e-245
"KLF10",1.26146357233893e-249,-0.263541526949607,0.057,0.153,4.21543281968499e-245
"ACER3",4.29439900566794e-249,-0.252033189424188,0.051,0.143,1.43505931572405e-244
"HAVCR2",8.75343990730871e-249,-0.30031123680301,0.037,0.119,2.92513701382535e-244
"SNRPD1",6.07816457187772e-248,-0.337514715543507,0.073,0.175,2.03114025498438e-243
"FGD2",9.35583070495816e-248,-0.290290510399099,0.054,0.147,3.12643794667587e-243
"GUSB",1.55162131019493e-247,-0.256251236197821,0.051,0.144,5.1850529322784e-243
"MTATP6P1",3.34180700290541e-247,-0.27422704764681,0.539,0.778,1.1167316461609e-242
"EIF1",6.31464230694874e-247,0.322687307152746,0.778,0.783,2.11016401971306e-242
"AGPAT3",6.89411858661203e-247,-0.290070854441571,0.061,0.159,2.30380760808814e-242
"RAB20",9.02833550131549e-247,-0.271411505367926,0.044,0.132,3.0169988744746e-242
"CNP",2.47431559943247e-246,-0.255357668529977,0.035,0.116,8.26842043862348e-242
"FFAR2",3.83986780420989e-246,0.727998716180356,0.308,0.187,1.28316862413282e-241
"IFITM3",9.19960253555925e-246,-0.551292397774324,0.388,0.507,3.07423117930784e-241
"PELI1",1.00851628113834e-245,0.743418499668707,0.347,0.229,3.37015885667997e-241
"ADGRE3",1.03751612773224e-245,0.678372814549855,0.124,0.033,3.46706764404284e-241
"CHCHD2",2.03485776239885e-245,-0.253074052893859,0.23,0.393,6.79988418460825e-241
"CNN2",1.20866056485277e-244,0.465116363675646,0.698,0.657,4.0389810095685e-240
"ATP2A2",1.53462537905197e-243,-0.270073770918247,0.067,0.167,5.12825762917798e-239
"DPEP2",1.65230324772263e-243,0.684924100831202,0.167,0.063,5.52150176291473e-239
"DDX24",1.27008832366026e-242,-0.354477217024967,0.105,0.22,4.24425415117549e-238
"RDH11",1.33337491091463e-241,-0.34008877330698,0.076,0.179,4.45573893980341e-237
"CBX3",2.3039581517358e-241,-0.256723694713544,0.198,0.351,7.69913695565552e-237
"ERAP2",2.63567383700754e-241,-0.365396657753744,0.081,0.187,8.8076312611281e-237
"NAGA",7.59585302735943e-241,-0.285895865061728,0.059,0.154,2.5383062061527e-236
"LAIR1",4.48018906435051e-240,-0.250659076015291,0.051,0.141,1.49714477963401e-235
"SLFN12L",4.81935559364618e-240,-0.44605569686813,0.112,0.229,1.61048405872875e-235
"ECH1",3.0424816672073e-239,-0.282045621590199,0.084,0.191,1.01670609873066e-234
"TUBA1A",1.32279805282517e-238,0.748633398742001,0.384,0.278,4.42039425312586e-234
"VNN3",4.11159456654703e-238,0.763011836825211,0.147,0.051,1.37397155630302e-233
"POU2F2",4.77328335952581e-238,-0.306358041540908,0.155,0.292,1.59508810025274e-233
"ZFP36L2",6.012961211685e-238,-0.368401124761872,0.341,0.509,2.00935124810878e-233
"UQCR10",7.03618433651257e-238,-0.264050387354205,0.123,0.248,2.35128171973241e-233
"ARL8B",7.74375521092027e-238,-0.281224351880691,0.097,0.211,2.58773067883323e-233
"C11orf58",1.52853686963829e-237,-0.289803371554813,0.139,0.268,5.10791165727028e-233
"SUB1",7.49623218841272e-237,-0.291968946987303,0.298,0.474,2.50501591040188e-232
"SNX3",5.61973805972469e-236,-0.251819192583566,0.201,0.353,1.8779478674182e-231
"GCH1",1.1572370724291e-235,-0.263722887080733,0.071,0.172,3.86713912493633e-231
"EIF3G",2.25091154876443e-235,-0.298875350606328,0.141,0.269,7.5218711225061e-231
"MXD1",4.16276887111162e-234,0.650282617285471,0.444,0.348,1.39107247365937e-229
"URM1",1.15070646758224e-233,-0.300694769904398,0.064,0.16,3.84531580271958e-229
"HINT1",3.24161814683742e-233,-0.272332326682458,0.25,0.412,1.08325153612866e-228
"SERPINB6",6.04940942581861e-233,-0.282952073279081,0.063,0.158,2.0215311478258e-228
"UHMK1",7.47351964134817e-233,-0.303559371397907,0.142,0.271,2.49742605854932e-228
"NRIP1",9.99167454327812e-233,-0.261765333365501,0.04,0.122,3.33891788212725e-228
"IKBKE",2.08506789789172e-232,-0.253773671740302,0.034,0.11,6.96767139438477e-228
"CRYBG1",3.07369963795385e-232,-0.280848688144171,0.104,0.221,1.02713820801504e-227
"YWHAZ",4.04180316685296e-232,-0.265117875424079,0.563,0.758,1.35064936426725e-227
"ATP13A3",3.43549532026875e-231,-0.340542185440486,0.042,0.124,1.14803947117421e-226
"C9orf78",4.62292252793606e-231,-0.297714071615921,0.175,0.313,1.54484202116039e-226
"VASP",6.84396217481778e-230,0.605805759172447,0.497,0.418,2.28704683995886e-225
"HCK",9.01386326818386e-230,0.605449104839393,0.492,0.402,3.012162688329e-225
"FAM212B",2.50280465076617e-229,0.684814343209544,0.135,0.043,8.36362230146531e-225
"PTPN18",4.46959641969171e-229,-0.2917830889582,0.155,0.287,1.49360503556838e-224
"ODC1",9.55256516806867e-229,-0.317852098992255,0.035,0.111,3.19218070221351e-224
"HNRNPA3",1.4267479381756e-228,-0.294609493720964,0.218,0.368,4.76776358500141e-224
"KYNU",8.33406675348767e-228,-0.282145306420799,0.044,0.127,2.78499508701297e-223
"KMT2A",6.61005602993404e-227,-0.372181745477692,0.13,0.25,2.20888242352306e-222
"TSPO",7.50033954081593e-226,-0.293046580642023,0.233,0.386,2.50638846435446e-221
"SPCS3",7.84684220649375e-226,-0.260631571490261,0.166,0.303,2.62217926014402e-221
"FBXO7",1.14775794729821e-224,-0.297239059967619,0.088,0.194,3.83546273248644e-220
"RASA3",1.47517126507884e-224,-0.380219460338695,0.137,0.259,4.92957981651397e-220
"ZBTB43",3.7310932329959e-224,-0.254634176194936,0.036,0.113,1.24681942567024e-219
"RAP1B",9.103363272608e-224,-0.263939267241273,0.14,0.27,3.04207090480742e-219
"MRPL34",3.28617343075149e-223,-0.310456288493379,0.075,0.173,1.09814057535423e-218
"STARD7",4.15870442825834e-223,-0.310680202492044,0.083,0.185,1.38971425879109e-218
"CASS4",5.60251402231721e-223,0.625532596485566,0.105,0.024,1.87219211083774e-218
"CX3CR1",2.97197059938818e-222,-0.446351021151722,0.114,0.225,9.93143415197547e-218
"PPM1K",3.9815869193085e-222,-0.359942550714944,0.063,0.155,1.33052690082532e-217
"TMED10",2.00720496759879e-221,-0.281968925588753,0.162,0.293,6.70747684022487e-217
"SRP72",2.40862846826059e-221,-0.308401950021251,0.131,0.251,8.04891375238643e-217
"DAZAP2",6.85638170072295e-221,0.408265460972323,0.701,0.688,2.29119707293059e-216
"CCDC88C",2.11830407299592e-220,-0.308429878901288,0.094,0.2,7.07873672073047e-216
"GLUL",1.12006045427075e-218,0.691968395471271,0.431,0.34,3.74290602003655e-214
"SEL1L3",1.44988375314113e-218,-0.31459208361418,0.046,0.128,4.8450765378717e-214
"ITGA4",2.39556984696708e-218,-0.302755556001545,0.104,0.213,8.00527575760988e-214
"CD81",5.34069726127737e-218,-0.354085230011003,0.079,0.177,1.78470080380106e-213
"P2RY13",6.8055098819549e-218,0.79207943254072,0.31,0.204,2.27419723725287e-213
"ALOX5AP",1.39112780467697e-216,0.604810978492643,0.483,0.387,4.64873178488903e-212
"CANX",1.30394273439435e-215,-0.254770749724568,0.211,0.358,4.3573854355256e-211
"EIF2S2",2.59537225798716e-215,-0.252794015156664,0.112,0.225,8.6729554745157e-211
"UTRN",4.2352388531853e-213,-0.270652399238799,0.19,0.331,1.41528976756893e-208
"COPZ1",1.02290596839152e-212,-0.268390792996348,0.1,0.208,3.41824487457396e-208
"NDUFB8",2.07281481090072e-212,-0.276554144730688,0.049,0.131,6.92672525358694e-208
"SSR4",1.01462850291894e-211,-0.326754868585669,0.13,0.245,3.39058406820422e-207
"CST7",2.03621107743721e-211,-0.425505833965146,0.199,0.334,6.80440655747191e-207
"GBP4",2.94583415653722e-211,-0.290312313484504,0.098,0.205,9.84409400090044e-207
"MSL1",1.21314702124695e-210,0.630015756870793,0.402,0.309,4.05397340090095e-206
"SPOCK2",3.41745831758245e-208,-0.436252459116012,0.166,0.286,1.14201204598653e-203
"APLP2",4.28417934388194e-208,-0.334870619241848,0.291,0.437,1.43164421134503e-203
"EIF5B",7.84568806874374e-208,-0.31171854023688,0.084,0.183,2.62179358193209e-203
"UBE3A",8.98799150849084e-208,-0.293555868259335,0.083,0.182,3.00351712239238e-203
"ARHGEF40",1.67064389745232e-207,0.836956440525465,0.219,0.117,5.58279071211642e-203
"PLXNB2",2.95507762958657e-207,-0.289221256116611,0.051,0.133,9.87498291478943e-203
"MYCBP2",8.63417774319345e-207,-0.274752850946157,0.145,0.267,2.88528317644296e-202
"SEC61G",1.60779471993829e-206,-0.26064827713073,0.101,0.207,5.37276761561778e-202
"TMEM9B",9.58824343721337e-206,-0.263031492296017,0.093,0.195,3.20410330941359e-201
"CD3G",9.90802302845081e-206,-0.460401539426878,0.128,0.237,3.31096405541741e-201
"ZNF385A",1.38590153271388e-205,-0.296853174280739,0.087,0.188,4.63126715186997e-201
"NDUFAB1",1.1199379597938e-203,-0.278626347553496,0.079,0.174,3.74249668024295e-199
"CRTAP",1.20439853320488e-203,-0.256718075578338,0.116,0.228,4.02473857841076e-199
"XBP1",1.92864803719632e-203,-0.301414413942435,0.114,0.223,6.44496314589894e-199
"CMAS",3.26570867178851e-202,-0.262664360397033,0.043,0.119,1.09130186685157e-197
"SNX9",3.37980904011295e-202,-0.347827014763368,0.037,0.109,1.12943078693455e-197
"PSMC5",4.69669231972703e-202,-0.279942518418769,0.085,0.182,1.56949367248318e-197
"NDUFA12",8.22643148893781e-202,-0.256714511454365,0.089,0.189,2.74902661065835e-197
"CITED2",6.59849835681858e-201,-0.261981875118384,0.075,0.168,2.20502019589807e-196
"MDH1",6.94907045370203e-201,-0.264503820601565,0.092,0.192,2.32217087351361e-196
"ABCF1",7.30062879971297e-201,-0.261256936197856,0.068,0.159,2.43965112600008e-196
"CTSW",1.04395635219293e-200,-0.399908322834877,0.083,0.178,3.4885889421231e-196
"PLBD1",3.17472440655368e-200,-0.439138122813988,0.231,0.359,1.06089765493804e-195
"ANP32E",2.16992359185541e-199,-0.2563609625858,0.094,0.197,7.25123366690322e-195
"BTNL8",2.33932317482774e-199,0.694789420065526,0.109,0.031,7.81731625332184e-195
"SYNCRIP",5.99734987493827e-199,-0.271005689573204,0.142,0.26,2.00413440770812e-194
"GPSM3",1.96687940866324e-198,0.45510981639228,0.62,0.577,6.57272091992995e-194
"SERPINB1",3.19709523219255e-198,-0.269956061361937,0.389,0.549,1.06837331374178e-193
"SLC1A5",3.34469481011351e-198,-0.25787079934011,0.033,0.101,1.11769666469563e-193
"LRRK2",4.35526146033535e-198,0.672648337439909,0.323,0.222,1.45539772220026e-193
"ARRB2",5.46076547141735e-197,0.426389642335071,0.627,0.577,1.82482399758354e-192
"FUNDC2",7.76536658023862e-197,-0.324385832599594,0.069,0.156,2.59495255011834e-192
"LYZ",1.55873234506706e-195,-0.427566674135445,0.513,0.624,5.20881587751059e-191
"APOBEC3G",7.63311879356673e-195,-0.258046293052354,0.088,0.187,2.55075930724619e-190
"VOPP1",1.38840207311478e-194,-0.27586286877549,0.11,0.218,4.63962320772767e-190
"DUSP6",2.24517059532732e-194,-0.395576706418202,0.25,0.388,7.5026865784053e-190
"FRAT2",2.377956810183e-194,0.677242208246903,0.352,0.258,7.94641827258852e-190
"KLF9",6.6895242851216e-194,-0.269165745600071,0.06,0.144,2.23543833035908e-189
"UBP1",1.16672178251729e-193,-0.26074036000078,0.077,0.169,3.89883418063804e-189
"S100P",2.07575642884331e-193,0.654953046341945,0.281,0.172,6.93655525826568e-189
"GPR183",6.33663665424594e-193,-0.369733631910051,0.056,0.136,2.11751387074936e-188
"COX5A",3.87060732044005e-192,-0.256120361964856,0.1,0.201,1.29344084827145e-187
"CD177",6.41909584116006e-192,-0.858699551248421,0.037,0.106,2.14506925724046e-187
"OAZ2",9.78541771881216e-192,0.701945862378114,0.271,0.173,3.26999303909546e-187
"KIAA1551",1.54064843569067e-191,0.583038965026611,0.416,0.324,5.14838487754751e-187
"SYNE1",1.72850802000278e-191,-0.287223234415263,0.125,0.236,5.7761552504433e-187
"NCOA4",6.76740936069357e-191,0.696989132009944,0.397,0.321,2.26146518606297e-186
"TNFAIP2",8.09751203091956e-191,0.63576044402205,0.393,0.307,2.70594559537239e-186
"CD86",8.64168984250587e-191,-0.290741917319191,0.061,0.143,2.88779349467019e-186
"KDM6B",7.14270959400606e-189,0.696669526975848,0.336,0.243,2.38687926502901e-184
"SSBP4",7.46095067290541e-189,-0.268528629696717,0.046,0.12,2.4932258863648e-184
"IFRD1",2.20242246591394e-188,0.711376686239458,0.197,0.103,7.35983515434462e-184
"SEM1",1.34698343235968e-187,-0.272265965999673,0.092,0.187,4.50121453591633e-183
"CD68",1.47848545390439e-187,-0.263957344002496,0.07,0.156,4.94065484131231e-183
"MTA2",1.51557034728057e-187,-0.256996194382215,0.085,0.179,5.06458142950748e-183
"VPS13C",2.24638713279002e-187,-0.274598683688854,0.106,0.208,7.5067518816444e-183
"DOCK5",1.24498102853014e-186,0.734901801095797,0.233,0.137,4.16035310303916e-182
"KLRD1",3.41391555491614e-186,-0.416311876196016,0.064,0.147,1.14082816098633e-181
"KCNJ15",4.19314177312501e-186,0.476810256359362,0.262,0.149,1.40122218632519e-181
"BCL2",5.83596702618889e-186,-0.376423561215939,0.101,0.199,1.95020510114154e-181
"SLC25A39",4.62275901733108e-184,-0.347351165056048,0.066,0.15,1.54478738082153e-179
"ZDHHC18",5.27128773762485e-184,0.63863381493852,0.184,0.092,1.7615062232821e-179
"ARHGEF3",6.81586627328392e-184,-0.284942399234301,0.095,0.192,2.27765803254329e-179
"ETS1",7.34812981661102e-184,-0.326502213077068,0.22,0.35,2.4555245408169e-179
"PIP4K2A",1.42758151357807e-183,-0.253604036124192,0.214,0.349,4.77054914392383e-179
"SSBP3",2.05409636661675e-183,-0.351457228940268,0.109,0.208,6.86417382832321e-179
"ZBTB38",3.98537062875047e-183,-0.326734589176512,0.062,0.144,1.33179130300954e-178
"ARAP2",5.41779641460654e-183,-0.28959459584789,0.082,0.174,1.81046502786907e-178
"RBM38",3.93938112037704e-182,-0.263288574037327,0.049,0.125,1.3164229889964e-177
"OGFRL1",4.80969845913418e-182,0.70380578167034,0.276,0.182,1.60725693408887e-177
"ACTN1",1.79450057765357e-181,0.563795979289691,0.385,0.291,5.99668258034495e-177
"FYB1",3.12309162644236e-181,0.314443131721638,0.82,0.8,1.04364352880824e-176
"TSEN34",1.9446024822999e-180,0.689509119587559,0.254,0.159,6.49827811510157e-176
"RAB29",3.15263770373856e-179,-0.292269647393031,0.089,0.181,1.05351694145832e-174
"H3F3B",9.52245464256687e-179,0.353755992917843,0.852,0.855,3.18211866790657e-174
"CD2",1.15379201370988e-178,-0.423645342436797,0.142,0.247,3.85562677221431e-174
"TECR",1.68513519074812e-178,-0.269350920290491,0.072,0.158,5.63121626692298e-174
"HBA1",1.85070267386277e-178,-0.852542720040417,0.339,0.472,6.18449312524721e-174
"BANF1",7.01690299582747e-177,-0.255511481424946,0.089,0.18,2.34483847411567e-172
